pid,bbl,bin,borough,electricity_use_kwh,building_area_sqft
12321280,2024460043,0,bronx,1160266.8,242750
12321281,2032470070,0,bronx,2464148.7,432650
12321282,2037180001,0,bronx,964266.9,171804
12321283,2057160725,0,bronx,2682609.6,233477
12321285,3071850020,0,brooklyn,2783589.6,460800
12321368,2032510201,0,bronx,3500611.9,784650
12321369,3011880001,0,brooklyn,1493819.8,328800
12321371,3083930001,3236665,brooklyn,708814.9,118800
12321373,4065070001,0,queens,3364505.7,444250
12321374,4096790067,0,queens,225703.0,62220
12321375,4110180021,0,queens,440028.9,100300
12321376,5056050001,0,staten is,497024.9,90740
12321377,5062620012,0,staten is,818496.9,121780
12733640,0,1034786,manhattan,3265981.5,274656
11992656,0,4615628,queens,11603135.9,1186498
12057180,1002160001,1082816,unknown,40523974.5,2329941
12244707,1012277501,1090527,manhattan,753269.6,65523
12902769,3055860033,0,brooklyn,269800.9,30500
12752475,4159390103,0,queens,1343814.8,156094
12752476,3058840037,3146183,brooklyn,217844.4,68469
12801727,4030820082,0,queens,467673.4,172235
12801784,0,2008292,bronx,406913.8,45145
12801785,2023140058,2000707,bronx,354768.8,30077
12801786,2024320080,2129110,bronx,375945.6,52678
12818647,3073630036,3200300,brooklyn,571034.9,81320
12819312,1010260041,1024858,manhattan,2372855.2,93819
12885922,3011647502,3350251,brooklyn,94591.5,36098
12905026,4067430029,4146646,queens,293943.8,35096
12911285,3013800014,3036887,brooklyn,115262.1,27648
12926435,3019780001,3056631,brooklyn,301025.2,29372
12926436,1019090022,1057822,manhattan,319427.6,28890
13236592,2031870030,2014086,bronx,169342.8,44937
13236593,2028720216,2008690,bronx,284314.6,57299
13795676,3008030041,3013798,brooklyn,126675.8,37450
13796288,2033370015,2018063,unknown,77929.2,27767
13796289,2032480163,2015293,bronx,107780.1,27927
13796290,1020267501,1089378,manhattan,834717.4,76358
13796292,2032860024,2016591,bronx,113004.2,36743
13796293,1013427502,1039577,manhattan,511626.1,37873
14239133,1017227501,1053473,manhattan,895854.4,79440
14239134,1017210070,1053438,manhattan,845417.1,63687
14243188,3045240035,3098934,brooklyn,452773.0,45475
14315113,4014430006,4035443,queens,105050.8,41903
14364414,3074460001,3204766,brooklyn,2384456.7,80991
12881549,2029777501,2010519,bronx,308698.3,35000
12750886,1012710023,1034824,manhattan,242129.6,54420
12751017,1013070043,1036470,manhattan,149667.6,38602
12752360,1012610057,1034264,manhattan,172825.7,57738
12815442,2049050265,2097413,bronx,1103257.1,306540
12859838,4012720012,4431325,queens,260914.9,99552
12859912,4012750045,4029568,queens,360390.0,136138
12860442,4114210013,4434831,queens,730345.9,120700
12860444,4044110001,4433336,queens,654794.7,176086
12861448,0,1051428,manhattan,48301.2,29350
12902007,3057857501,3421476,brooklyn,768147.9,72351
13422989,4058570002,4616920,unknown,1071588.6,120175
13467782,1008890019,1018493,manhattan,232726.7,35070
13516422,4058650030,4616664,queens,235494.3,45248
13516423,4058630060,4455201,queens,551588.7,94674
13516424,4058570110,4446246,queens,1311937.8,60812
13518182,4058630035,4455191,queens,5237.8,32155
13518184,4058630110,4455266,queens,8203.7,89204
13518186,4058650040,4440839,unknown,191588.7,37265
13891928,4021160059,4596346,queens,265137.0,35194
13891946,4004230025,4617713,queens,1319167.7,143713
13893091,4005310017,4617745,queens,658983.7,102141
14176420,1007870072,1014467,manhattan,663541.1,96736
14177907,1007860023,1014441,manhattan,1047027.9,130000
14240598,4067920050,4451587,queens,129097.3,65507
14243287,2051410260,2119182,bronx,138483.6,70825
14243290,3044310070,3346034,brooklyn,776821.4,103968
14243293,2051410265,2099381,bronx,235629.6,100296
14255509,1007647504,1090436,manhattan,491461.4,36800
14308553,4006160024,4008544,queens,110875.3,28000
12797241,1007920028,1014577,manhattan,155614.4,39455
12798169,1008747501,1017882,manhattan,264584.0,48849
12798586,4011770001,4026926,queens,115778.7,39600
12800249,1004250014,0,manhattan,92268.1,36206
12873426,1012490054,1033993,manhattan,334864.8,48327
12873485,1010217501,1088603,manhattan,1042296.2,63879
12873488,1010080060,1090399,manhattan,499788.9,34981
13264493,2025230061,2097167,bronx,175451.4,141170
13454472,4003890033,4004733,queens,373888.8,44903
13953581,3075720070,3206364,brooklyn,125649.7,28000
13715796,0,1013574,manhattan,523110.4,62632
12884091,3008460040,3015629,brooklyn,153956.8,37323
12884435,3008460035,3015628,unknown,89520.6,37323
14359386,2030360022,2094623,bronx,273568.5,38450
12903251,0,2002664,bronx,152510.6,34023
13112212,0,2002626,bronx,410825.9,68246
13115399,0,2004268,bronx,189155.5,43621
12903273,1003150070,1004056,manhattan,485740.4,18752
12904546,2038270223,2114100,bronx,421844.0,38608
12904668,2038270215,0,bronx,417915.8,48614
12907793,1018870022,1057060,manhattan,300946.6,103552
12907864,1012480027,1033940,manhattan,214898.9,70165
12909069,1013210011,1037987,manhattan,151661.9,42000
13055739,0,1033224,manhattan,412087.2,136843
13071234,0,2008216,bronx,346138.9,62685
13110492,0,1051430,manhattan,704198.4,106008
13110654,1020740025,1061858,manhattan,184636.0,30925
13110801,1020740030,1061859,manhattan,151485.0,32700
13110996,1020770012,1061931,manhattan,70220.3,12340
13111369,1020710056,1061748,manhattan,15321.6,2427
13111846,1020730043,1061807,manhattan,13525.5,3775
13116016,4012707501,4029273,queens,812295.1,207418
13116026,4014510032,4035712,queens,383597.3,98000
13294023,0,1012527,manhattan,1036375.7,203400
13450382,1008410071,1080745,manhattan,4984991.4,125035
13788815,0,1054398,manhattan,183631.1,16975
13824686,0,1088144,manhattan,235610.9,18000
13946263,0,1077928,unknown,432714.5,60692
14364415,0,1082441,manhattan,1412998.3,240413
14365272,0,1023740,manhattan,530185.3,120738
14365277,1006200019,1011189,manhattan,593558.0,92000
14412139,1001237502,0,manhattan,22276812.1,715320
12822258,1021420115,1063498,manhattan,127124.9,25410
13468216,3006540001,0,brooklyn,80782.9,44081
12903291,0,3119976,brooklyn,256740.1,66932
12903743,0,2055700,bronx,167957.1,48944
12910941,1016020060,1051456,manhattan,442684.0,122429
13888384,1019587502,0,manhattan,226979.2,57230
14011145,1013350022,1038660,manhattan,1260489.2,215715
14012106,1015250021,1048515,manhattan,1317569.8,282977
14012844,1011317501,1085729,manhattan,1442405.4,241774
14150706,1020760046,1061918,manhattan,113552.2,25050
12745824,0,2049727,bronx,121135.3,31788
12745865,0,2050019,bronx,167107.9,50000
12860567,0,4539230,queens,737513.6,66728
12888734,0,2006786,bronx,201560.1,34500
13127102,0,4536967,queens,443199.6,49347
13271160,0,2110145,bronx,625480.4,160000
13294622,2043180030,2049398,bronx,276275.6,70296
13535581,1012870021,1035471,manhattan,1812709.9,262297
12915563,4006737501,4430185,queens,860891.2,112174
14363684,3087267501,3245817,brooklyn,365749.3,55530
13327174,3061430001,3336349,brooklyn,2325630.1,160440
12874864,0,3328878,brooklyn,170922.9,40610
14364434,2026040600,2101594,bronx,78298.2,140608
14081882,1000680016,1001113,manhattan,1279865.7,122959
14441087,2058030990,2084227,bronx,185009.3,27800
13127098,0,2003686,bronx,878421.5,179130
12814942,3053850060,3348192,brooklyn,34513.5,29375
12902001,1000787505,1001200,manhattan,189243.3,32107
14200083,4123110030,4266766,queens,751819.3,106946
14200405,4123110050,4435287,queens,154896.5,31365
14200800,4050220018,4113642,queens,347203.1,91000
14200803,4050130038,4449965,queens,506680.8,113522
14203916,4108220001,4231516,queens,156034.7,60000
14204079,4021440002,4051291,queens,339226.1,85908
14204620,4106810056,4228877,queens,757377.6,144995
14205076,4097680060,4209040,queens,151268.9,29952
14205081,4156640001,4299616,queens,373249.0,60000
12928902,0,1001228,manhattan,55427839.9,967206
13884224,3065870027,3173773,brooklyn,167238.8,60000
12882290,3037480047,3393344,brooklyn,34268.9,30855
12882297,1019880127,1059808,manhattan,311997.7,41520
12882304,4005340015,4005912,queens,133812.7,28704
12882321,3002360112,3001864,brooklyn,297824.8,30610
12882411,4030660052,4071791,queens,184421.5,25920
12882443,3002680030,3002625,brooklyn,74188.2,27690
12882484,3002260035,3001708,brooklyn,149520.1,39450
12882799,4038100420,4315194,queens,375397.8,35666
12882950,5011320001,5026270,staten is,159135.9,27152
12899756,1015140013,0,manhattan,724944.8,76982
12900074,4092340040,4192902,queens,72658.5,30000
12901401,4006360043,4009551,queens,161231.6,28500
12902070,1011840077,1031008,manhattan,2561185.7,184060
12902343,3084060035,3236983,brooklyn,411182.6,29692
12903236,1003440017,1004095,manhattan,309370.9,27299
12903433,4003070010,0,queens,368161.0,34666
12905399,1008480012,1016161,manhattan,261946.6,44140
12905450,4023450001,4054169,queens,183261.9,29400
12906878,5000130060,5000107,staten is,281842.7,58792
12911286,2035627501,2124526,bronx,410885.4,50064
12911302,4050480019,4114661,queens,199378.4,65781
12911399,4051927503,4117233,queens,119752.6,34746
12914166,1021550026,1063701,manhattan,423810.7,28850
12914167,4033597501,4596916,queens,99540.0,122647
12914176,2031110004,2012994,bronx,98702.5,27495
12914533,2046710004,0,bronx,335270.9,51582
12915491,4002830022,4436702,queens,521504.8,83750
12915497,1019820010,1081790,manhattan,253023.0,33972
12915536,1019427501,1084402,manhattan,142731.7,35082
13271127,3063817501,0,brooklyn,328954.6,41017
13306862,1021160023,1062735,manhattan,220176.3,43368
13461319,5005930680,0,staten is,78978.8,28600
13468183,3050600043,3116117,brooklyn,194684.0,51744
13484786,1018410052,1055621,manhattan,166555.5,46416
13746068,1015150001,1047951,manhattan,474317.4,68542
13746077,2032840057,2016565,bronx,174022.0,55226
13748783,2029400001,2009870,bronx,297124.2,75978
13749025,2029400006,2009871,bronx,282047.2,64300
13749360,1021790158,1064346,manhattan,187905.3,52616
13749987,2029400072,2009884,bronx,587652.7,76800
13750083,1020677501,1061611,manhattan,144281.6,26140
14272571,3038260021,3085153,brooklyn,169523.4,28000
13237558,0,2129181,bronx,165301.3,28000
12905413,0,1048915,manhattan,978436.7,51746
12896339,0,5028677,staten is,91940.1,28000
12751758,3050570024,3116055,brooklyn,208914.3,44775
12743567,3055900001,3135532,brooklyn,123669.3,29960
12743569,3075480006,3205707,brooklyn,253237.1,62784
13692783,1001960021,1002347,manhattan,539498.2,45000
13766596,3029990001,3070653,brooklyn,511781.7,32000
13767481,3016910012,0,brooklyn,4707452.9,277200
13767783,4034510007,4082442,queens,866556.4,54166
13767792,3006340001,3009068,brooklyn,872777.6,91000
13767807,3050570014,3418395,brooklyn,240889.1,25326
14359902,3011480033,3397984,brooklyn,483100.4,76755
14359907,3026570001,3066596,brooklyn,165332.5,29600
14359993,3031230037,3071631,brooklyn,168979.7,42900
14359994,3030140014,3070750,brooklyn,457677.0,80332
14359999,3029940011,3070622,brooklyn,966355.3,121279
12815442,2049050265,2097413,bronx,535365.5,306540
13504493,0,2008793,bronx,261305.9,26650
13412298,3017390006,3390077,brooklyn,296636.9,46133
14516568,3068940027,2186635,brooklyn,220695.4,56854
12874866,1015157502,1047955,manhattan,5087618.8,439280
12902957,1017840002,1088905,manhattan,410076.7,63368
12909399,3024790023,3063692,brooklyn,0.0,44756
13793286,2025200045,2127300,bronx,64481.9,44689
12745490,4002710030,4003514,queens,254989.2,45000
12751380,2041960034,2046612,bronx,132937.2,42000
12769498,2031037501,0,bronx,217209.1,48750
12797212,4050517503,4114764,queens,722426.0,165486
12798620,2040030016,2042418,bronx,66819.9,89750
12902586,4049710069,0,queens,527652.2,27548
12909072,3067820038,0,brooklyn,351612.0,46988
12912025,4051817503,0,queens,684804.4,123016
13294558,1005797501,1009738,unknown,320773.2,28396
14057685,3038627501,0,brooklyn,1179217.6,347738
14239131,4061160015,4135930,queens,142778.7,30075
12975157,4141950013,4447625,queens,2099741.6,99500
13286379,0,2005093,bronx,121805.1,34200
13286437,0,2005094,bronx,86576.3,34200
12914170,0,2124550,bronx,448701.9,54700
13458489,0,1062345,manhattan,201874.8,25091
13164640,0,3063350,brooklyn,140814.2,36450
13518185,1000187501,1000794,manhattan,4095383.1,481731
13121406,0,1003091,manhattan,151117.9,25500
12798828,2027350005,2005882,bronx,56817.3,50030
12896349,2039200005,2028627,bronx,118861.0,28500
12751379,3006330024,3009039,brooklyn,98536.5,26935
14451533,0,1062928,manhattan,1200086.5,112631
12771968,1008227506,0,manhattan,456468.5,80907
12771985,1007207501,1012691,manhattan,539517.4,44272
12905385,3059060018,0,brooklyn,1841628.0,369056
12905406,3067300059,3180555,brooklyn,210027.6,67010
12903766,4024327501,4619357,queens,462398.4,89935
12904726,1005950041,1010334,manhattan,124854.5,25159
14110564,2051410001,2119954,bronx,2097652.3,159856
14362781,1010700020,1026907,manhattan,1244290.6,78333
13552119,2035400040,2124512,bronx,1233703.8,69486
12798734,3071090001,3192014,brooklyn,229157.3,79920
12798736,3072380049,3196064,brooklyn,206635.1,67272
13007532,3074627501,3391407,brooklyn,267313.5,55563
13009709,3068180025,3183899,brooklyn,335005.0,132000
12890583,0,1065082,manhattan,476447.6,124174
12907801,0,1065038,manhattan,142371.2,36012
12907806,0,2084131,bronx,191392.1,64000
12907874,0,4075215,queens,243613.6,70910
12903638,3019780017,3056640,brooklyn,98096.9,39916
12815618,0,2059182,bronx,264936.5,36500
12798823,3010250052,3397550,brooklyn,153049.8,44150
12798944,1021680080,1064019,manhattan,297449.5,34486
12798945,1022350041,1064921,manhattan,230382.2,38220
12802979,2037170018,2023554,bronx,140651.7,35700
12881575,1014380044,1044387,manhattan,376260.4,38500
12881578,1010720021,1026925,manhattan,137275.8,33000
12815261,0,1081808,manhattan,292766.4,26250
12873423,3053280051,3124306,brooklyn,94564.4,28900
12873486,3013680068,3036323,brooklyn,133549.0,36500
12881738,3056920029,3140137,brooklyn,474877.4,28703
12903290,0,1090553,manhattan,1102122.7,72000
13463290,4015360113,4437155,queens,624054.5,45742
12905464,3056427504,3382743,brooklyn,257802.0,25253
12909048,0,4268383,queens,558852.3,34000
12914434,4004090011,4311314,queens,212028.8,48000
12915464,1010180013,1024738,manhattan,774449.6,44600
13073470,0,1088523,manhattan,1920851.4,177000
13557164,0,3425768,brooklyn,675569.9,170585
13557167,0,3043006,brooklyn,152058.6,43016
13557168,0,3031299,brooklyn,97435.1,27127
13557171,0,3114633,brooklyn,1130213.1,233759
13557381,0,3037201,brooklyn,201306.7,50200
13557383,0,3037182,brooklyn,147556.8,33280
13557384,0,3043929,brooklyn,161996.6,36000
13746067,0,3124035,brooklyn,362338.0,86081
14019618,0,3049768,brooklyn,123691.2,25600
14019633,0,1053901,manhattan,298217.2,32892
13511507,1016490009,1052383,manhattan,614221.2,107234
14009907,4008350027,4017180,queens,1058221.0,75191
13552125,0,1087254,manhattan,482817.5,33000
13552126,0,1082842,manhattan,246845.1,45000
13552127,0,2009239,bronx,505298.7,84000
13552208,0,2114128,bronx,393597.7,52000
13552209,0,1078940,manhattan,579690.9,60000
14083802,0,2113382,bronx,242451.5,32369
13562581,2043180030,2049398,bronx,286103.3,70296
13818521,3043840001,3097854,brooklyn,74014.0,38000
14237386,3021810025,0,brooklyn,450699.8,116375
14198781,3054951000,0,brooklyn,48165.7,48000
14238211,0,4003555,queens,418024.7,30326
14468993,4036670578,4089236,queens,195299.0,102500
14364880,0,2003588,bronx,47971.8,28250
14366214,0,1085449,manhattan,340256.0,52500
12906876,0,2128697,bronx,194597.5,28255
12911041,0,2129503,bronx,154615.4,24542
14422499,3008190001,0,brooklyn,10341965.6,316478
12926027,4134740004,4286785,queens,0.0,54000
12755976,1019580043,1059433,manhattan,190408.2,25074
12882347,1000400016,1001006,manhattan,1646652.2,119467
13412099,1003930001,1004871,manhattan,206161.3,31267
14909927,4002127501,4003087,queens,81256.5,36034
14909928,1018790036,1056659,unknown,422660.5,108027
14909932,3024110001,3425954,brooklyn,1239285.1,138643
14909933,3030070003,0,brooklyn,805082.7,51956
14909934,1007280060,1012836,manhattan,960276.3,119996
14909937,1017560056,0,manhattan,89228.2,27705
14910015,4052650001,4119173,queens,321601.8,30418
14910016,4031680056,4075089,queens,337263.7,66186
14910017,1007910013,1014546,manhattan,618780.6,60954
14910018,4023250040,4593854,queens,117239.5,24650
14910019,2032610046,2015930,bronx,255097.1,64515
14910020,1012910045,1035773,manhattan,630771.1,62933
14910021,4113967501,4449073,queens,173291.6,44422
14910022,4033217504,4533536,queens,679335.3,78255
14947866,3024077503,0,brooklyn,361000.0,43382
14947867,1007677502,1013847,manhattan,505573.3,78640
14947868,1022430306,1065024,manhattan,108401.3,44058
14947870,2032950033,0,bronx,118034.6,54634
14947871,2032920019,2016735,bronx,107058.1,36722
14947872,1007750060,1014205,manhattan,512834.4,92319
14947873,1008880031,1018477,manhattan,506553.8,66541
14947874,3052200058,3120591,brooklyn,199005.6,58422
14947896,4017610012,4043925,queens,213601.4,45049
14947897,1017357501,1053924,manhattan,222024.1,52017
14947898,2033430076,2018168,bronx,84128.0,43870
14947901,4051360037,4115875,queens,586312.0,154902
14947902,1011950001,1031134,manhattan,584865.6,101145
14947903,1007730012,0,manhattan,772859.2,170226
14947904,1015240044,1048493,manhattan,249480.1,67184
14947905,1013350039,1038663,manhattan,236200.7,52314
14947906,1013870001,1041450,manhattan,1026067.0,175052
14947947,3050990040,3117107,brooklyn,235947.3,70036
14947948,1020510039,1061052,manhattan,209995.4,45094
14947949,3051840025,3119498,brooklyn,186352.6,44696
14947950,3076020015,3207477,brooklyn,186166.7,46010
14947951,3050650065,3116244,brooklyn,105150.9,27050
14947952,3051210012,3117581,brooklyn,234551.5,69755
14947953,3002840017,3002932,brooklyn,443973.9,55762
14948032,3050810064,3116561,brooklyn,152123.6,48670
14948033,1021220015,1062919,manhattan,131589.8,29987
14948034,1020690042,1061706,manhattan,159545.0,46181
14948035,3051850064,3119525,brooklyn,223832.6,53344
14948036,1021220018,1062920,manhattan,126871.7,29987
14948037,3051620038,3118803,brooklyn,205307.2,62120
14948038,3052210043,3120619,brooklyn,272712.8,92660
14948039,1021300009,1063120,manhattan,162660.2,34090
14948040,3051610022,3118788,brooklyn,293991.7,68026
14948041,3013820004,3036946,brooklyn,196214.8,61760
14948043,2031757501,2130480,bronx,496416.9,164537
15083177,2030020025,2010885,bronx,469099.7,88307
15083178,1019450009,1059093,manhattan,96141.1,28350
15083179,2037370049,2023764,bronx,187550.2,41858
15083180,1019450005,1059091,manhattan,114358.6,27309
15083208,1015550001,0,manhattan,263015.4,29580
15083209,2037370058,2023766,bronx,198948.0,41858
15083210,2037370054,2023765,bronx,221264.8,41858
15083211,1019440018,1059061,manhattan,294170.9,74542
15083212,1019250047,1058452,manhattan,115843.8,30318
15083213,2030100017,2010935,bronx,251602.3,46010
15083214,2029830034,2010610,bronx,146763.3,45316
15083217,1019450007,1059092,manhattan,113244.0,28350
15083220,2029830030,2010609,bronx,255842.7,45424
15083221,1019440045,1059073,manhattan,180494.4,44595
15083222,1021160061,1062745,manhattan,127926.2,34880
15083281,2037370070,2023769,bronx,190396.5,41858
15083283,2037370062,2023767,bronx,187449.4,41858
15083284,2030100021,2010936,bronx,91542.7,29211
15083286,2029400029,2095359,bronx,135552.0,33486
15083287,2029400032,2009875,bronx,258854.4,43394
15083288,2037370066,2023768,bronx,211646.4,41858
15083289,1019450061,1059109,manhattan,227652.4,61148
15083292,4004167501,4534901,queens,156180.6,25437
15144817,1007387504,1013007,manhattan,463322.9,78294
15144818,2023400014,2000972,bronx,505967.9,42940
15144819,4012720001,4029528,queens,155337.4,57247
15144820,3010427501,3397589,brooklyn,194982.0,34200
15144821,2028050045,2007627,bronx,188386.9,42800
15144899,4030750034,4071946,queens,288622.2,105095
14841015,0,3426172,brooklyn,724252.0,101177
14766185,3056377501,3387922,brooklyn,120063.2,25900
14840076,1003037502,1003905,manhattan,378278.9,44673
14840114,3055907502,3390875,brooklyn,410009.8,73312
15079858,2051410810,2094224,bronx,10825079.3,540388
15080280,2051411130,2101857,bronx,532258.7,49118
15080631,2051410035,2102454,bronx,938111.8,73750
15134706,4050050015,4113223,queens,182907.4,60125
14822895,4001050001,4000752,queens,626359.8,27405
14948042,2044290001,2051300,bronx,1459919.3,248809
14933839,0,1001249,manhattan,3270618.7,366525
15081527,0,1081135,manhattan,1406720.3,104379
15101095,0,3170577,brooklyn,192395.5,72600
15101096,0,3170576,brooklyn,198294.9,66000
15101102,0,3245128,brooklyn,164403.0,63800
15101103,0,4286149,queens,112317.6,44199
15101105,0,4286102,queens,264087.3,44116
15101118,0,4310928,queens,142057.8,35408
15101119,0,4286163,queens,87014.1,30095
15101122,0,4058972,queens,1215029.0,73590
15101123,0,3098933,brooklyn,124122.2,46750
15101145,0,4286116,queens,116921.7,25516
15101481,0,3170598,brooklyn,153812.7,70620
15101483,0,3127954,unknown,218008.7,96152
15101487,0,3183192,brooklyn,151030.6,56100
15101488,0,3180610,brooklyn,145000.5,57200
15101687,0,4286130,queens,135549.6,34330
15101688,0,4286127,queens,298598.7,32340
15101703,0,4286154,queens,607691.6,30380
15101704,0,4286178,queens,225702.3,43572
15101705,0,4286181,queens,1307539.4,30785
15101737,0,3014475,brooklyn,136425.0,39050
15101165,0,1040072,manhattan,8411441.3,1316495
14697585,0,1001389,manhattan,39687832.2,805989
14729791,0,1090811,unknown,536954.1,69835
14744885,1002330002,1088790,manhattan,2247023.1,121165
14794751,0,3398096,unknown,1446447.1,241764
14888948,3060990051,3154979,brooklyn,395399.3,135100
14888999,0,1054517,manhattan,253701.8,34044
14889203,0,1053456,manhattan,173276.2,25871
14892740,0,1061857,manhattan,150994.6,17862
14935082,1017210056,1053433,manhattan,179421.0,50500
15053489,1013150044,1037547,manhattan,4713995.5,481185
15083254,0,1000884,manhattan,1143573.8,90163
15084189,1014210001,1043872,manhattan,2688903.3,259383
15087890,1006070038,1010577,manhattan,490476.6,67166
15096497,3009790031,3021043,brooklyn,649437.1,61307
15096801,3044840013,0,brooklyn,919995.9,45000
15097126,4156120013,4298970,queens,6600.0,28520
15097544,4033580013,4080151,queens,482053.6,29134
15097701,4033580018,4080152,queens,734012.4,57000
15097702,4001430010,0,queens,2692248.5,124564
15097812,4086680143,4177200,queens,546768.8,36667
15101170,1021700066,0,manhattan,321357.4,49476
15101754,1011970113,1031249,manhattan,143449.0,47980
15101772,1018780052,1056645,manhattan,153635.7,50255
15103400,1013210001,1037986,manhattan,4456225.6,407767
15139221,2023190100,2000784,bronx,1697068.4,154380
15143472,0,3256090,brooklyn,805831.8,78000
14762023,0,2097758,bronx,581617.0,30428
14795887,0,3347204,brooklyn,754955.1,38000
14836014,0,4036192,queens,106431.3,28940
14836015,0,4029492,queens,201381.6,29818
14840190,0,4014854,queens,115290.7,51900
14840191,0,3115521,brooklyn,463741.6,48900
14943330,0,2006640,bronx,792200.7,33400
14943331,0,4584555,queens,170395.8,35573
14947910,0,1015904,manhattan,261158.0,58186
15066613,0,4005226,queens,23753.6,36000
15140492,0,1018122,manhattan,1098495.1,51420
15140493,0,3330782,brooklyn,1972412.5,118230
15087422,0,3329886,brooklyn,272795.0,139300
14931794,1008310010,1015756,manhattan,191928.1,61675
14997976,2033180069,2017519,bronx,176111.9,35532
15037106,5000017501,5089353,staten is,23809.5,180775
15115863,4031640012,4074920,queens,482302.9,114400
14766398,3085900031,3242365,brooklyn,406938.9,55200
14939306,0,3115969,brooklyn,161742.5,36782
14941321,0,3144936,brooklyn,424036.5,109620
15084002,0,1049253,manhattan,359641.9,89054
15101162,0,1090661,manhattan,2161826.8,280919
14888960,1004067504,1088213,manhattan,183695.9,32460
15117177,0,1087453,manhattan,662338.3,52640
14761927,1005040043,1007816,manhattan,1547922.3,39658
14942610,3027700001,3069039,brooklyn,201964.4,31198
14942707,3028850010,3389465,brooklyn,295809.7,27262
14845659,1022440001,0,manhattan,3014793.7,236478
14845825,1022440001,1088461,manhattan,2969241.7,51924
14851948,1019870007,1059729,manhattan,77156.2,28656
14732368,3021067503,0,brooklyn,1001421.6,172360
14718895,5031250096,5046122,staten is,849607.3,42694
14759442,2046580021,2057709,bronx,859866.4,67000
14836115,2057420120,2083458,bronx,406533.3,108700
14836819,2057960135,2084177,bronx,168289.1,73911
14836941,1021610009,1063865,manhattan,319019.0,28992
14838229,3007090058,0,brooklyn,151056.2,42684
14839108,3011040032,3396049,brooklyn,318923.3,50717
14840064,1008017502,1015027,manhattan,228038.8,53439
14840067,3023757501,3426259,brooklyn,473024.8,67038
14840068,1003507503,1004245,manhattan,329681.8,35966
14840070,1022430317,1065027,manhattan,244098.8,77745
14840450,4032587501,4078025,queens,230076.1,61050
14840453,3027630001,3068830,brooklyn,74539.2,27000
14840455,1003450017,1089961,manhattan,471653.0,57128
14844770,4014897501,0,queens,909690.4,61229
14844888,2044340032,2051355,bronx,486910.2,28000
14844889,1010010001,1022688,manhattan,586538.5,47125
14887178,3026987501,3391142,brooklyn,160859.9,34232
14887282,1008160016,1080618,manhattan,348296.8,45000
14887311,4096817501,4616785,queens,290789.3,31919
14895891,3034027501,3425997,brooklyn,205823.1,30913
14897508,4161000014,4303330,queens,214440.0,34740
14905601,1010370029,1089716,manhattan,124282.0,75902
14905603,1010370034,1089717,manhattan,0.0,243912
14905940,1010377501,1090496,manhattan,2997134.4,26600
14906237,3064940001,3170084,brooklyn,363211.8,24760
14932950,1003070024,1082491,manhattan,299430.7,5000
14933051,1010390038,1025145,manhattan,82829.9,28245
14933113,1006377507,1087671,manhattan,451043.5,30064
14935074,1022400037,1064980,manhattan,178067.9,62263
14935089,1005570012,1080118,manhattan,259231.1,27000
14935090,1015090066,1047538,manhattan,144974.6,40632
14935183,4004260001,4005067,queens,576121.8,61463
14935802,4001100022,4000766,queens,92817.7,27200
14939772,4002250006,4003185,queens,389743.5,30000
14939877,4000360001,4000204,queens,359865.6,52250
14941127,1012680021,1076265,manhattan,1380734.7,75806
14946886,1002030005,1002604,manhattan,81991.5,28875
15055829,4041730010,4099333,queens,390317.6,163000
15083276,4162280041,4304848,queens,147690.0,35015
15087420,1020090023,1060065,manhattan,199391.5,60347
15088262,1012037501,1031581,manhattan,171938.1,39942
15088384,1018870036,1057064,manhattan,146057.4,44336
15088385,1012500047,1034025,manhattan,150915.5,43260
15088386,1013380012,1038771,manhattan,322718.0,58500
15088389,1015850018,1051348,manhattan,88093.5,25800
15116300,1022150561,1064680,bronx,290904.4,61900
15116395,1021590016,0,manhattan,230475.0,48366
15116396,2024730012,2002895,bronx,136106.3,49104
15116397,2037440057,2024020,bronx,165357.3,27600
15116398,2037670025,2024862,bronx,160552.7,43500
15116399,2025220005,2003364,bronx,118464.1,27000
15116609,2033150032,2017450,bronx,165071.1,44000
15116610,2033270067,2017766,bronx,254099.5,65000
15116684,2032200110,2014848,bronx,151361.8,32000
15116685,2031540035,2013612,bronx,230954.6,43270
15116686,2033180020,2017500,bronx,146894.3,46410
15116687,2032500092,2015421,bronx,377548.9,92400
15116688,2032840034,2016559,bronx,153690.5,36900
15116689,2033190103,2017602,bronx,219398.4,54000
15117178,1016440059,1052315,manhattan,233202.7,55725
15117180,4097130113,4207743,queens,227145.9,61050
15139134,3001220032,3000241,brooklyn,649146.1,92337
15139160,4033480010,4080002,queens,131364.8,45454
15139205,2033790001,2019225,bronx,150339.8,47679
15140257,1005230032,0,manhattan,357000.7,52000
15144814,3059090001,3147385,brooklyn,279967.5,84000
15069959,0,2012798,bronx,1512985.1,190000
15070513,0,2012816,bronx,1154285.0,108500
15144828,0,2013101,bronx,319373.5,42426
15144830,0,2009097,unknown,162345.1,33000
15135161,0,4611484,queens,1304641.1,146704
14760310,3054280031,3128143,brooklyn,211419.7,59325
14760995,3050660071,3116276,brooklyn,455426.0,123450
14761512,3051240012,3117622,brooklyn,193366.7,61110
14764112,3051010054,3117149,brooklyn,180360.0,61894
14764114,3050650095,3116257,brooklyn,242982.8,77035
14848338,0,1090233,manhattan,5411799.1,647343
14909366,0,3003099,brooklyn,520022.6,54875
